"siteyear","siteusite","UniqueSite","dataset","Site","Year","Site_Lat","Site_Long","Locality","Region","Management","FamBiomass_tkm2","Closure.age","Closure.size","Atoll","ReefHabitat","Depth","HardCoral","SampMethod","SampArea","TT_market_h","TT_pop_h","reserves","remote_10h","remote_20h","area_name","section","TPBiomass_tkm2","DepthCategory","coords","Prod_mgCm2d_finer","meanSize_cm","total_sp","Grav_tot","remote_20h_inhabited","scraping_potential","Larger","Contact_ID","siteyearusite","SST_dC","SSTanom_dC","mean_tonnes_km2_polygon1","mean_tonnes_km2_polygon2","mean_tonnes_km2_polygon3","mean_tonnes_km2_polygon4","mean_tonnes_km2_polygon5","mean_tonnes_km2_polygon6","mean_tonnes_reported_km2cell","mean_tonnes_km2cell","MGMT_type"
"Mountain Spring Bay 459::2000","Mountain Spring Bay 459::1964","1964","S","Mountain Spring Bay 459",2000,18.4927,-77.5951333,"Jamaica","C","Fished",22.5592303241,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,0.358333333333333,0.233333333333333,0,0,0,"Jamaica","status",0,"4-10m","18.4927_-77.5951333",889.851416666667,17.3867924528302,18.5721613819366,275,NA,NA,"Jamaica","Provider 19","Mountain Spring Bay 459::2000::1964",28.3625270525614,0.365612188975016,NA,53.923115014964,40.1738471058758,40.1738471058758,29.0873731050226,29.0873731050226,24.9286789355743,53.923115014964,NA
"Mpunga North::2010","Mpunga North::9079","9079","S","Mpunga North",2010,-4.499579,39.482398,"Kenya","I","Fished",1.5265,NA,NA,0,"Crest",2,NA,"Standard belt transect",500,1.2,0.183333333333333,0,0,0,"Kenya","status",NA,"0-4m","-4.499579_39.482398",1273.40716666667,NA,NA,629,NA,NA,"Kenya","Provider 17","Mpunga North::2010::9079",28.0121974945068,0.449077606201172,NA,23.0661315514711,15.7653388809174,15.7653388809174,9.20294806412966,9.20294806412966,22.541567854204,23.0661315514711,NA
"Mpunguti::2007","Mpunguti::9081","9081","S","Mpunguti",2007,-4.708333,39.366667,"Kenya","I","Fished",2.8931875,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,1.73333333333333,0.433333333333333,0,0,0,"Kenya","status",NA,"0-4m","-4.708333_39.366667",696.674416666667,NA,NA,278.333333333333,NA,NA,"Kenya","Provider 17","Mpunguti::2007::9081",28.0121974945068,0.449077606201172,NA,9.1488584663374,15.7653388809174,15.7653388809174,9.20294806412966,9.20294806412966,8.94030095172399,9.1488584663374,NA
"Mradi::2009","Mradi::9082","9082","S","Mradi",2009,-3.94166,39.7823,"Kenya","I","Fished",0.4534375,NA,NA,0,"Flat",2,NA,"Standard belt transect",500,0.441666666666667,0.0416666666666667,0,0,0,"Kenya","status",NA,"0-4m","-3.94166_39.7823",543.33525,NA,NA,5153.5,NA,NA,"Kenya","Provider 17","Mradi::2009::9082",28.0121974945068,0.449077606201172,NA,5.0544780141994,17.4206321400548,8.71739860515158,9.20294806412966,9.20294806412966,1.8872722181023,5.0544780141994,NA
"Mtangata::2011","Mtangata::9085","9085","S","Mtangata",2011,-4.313947,39.582885,"Kenya","I","Fished",5.9605,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,0.783333333333333,0.15,0,0,0,"Kenya","status",NA,"0-4m","-4.313947_39.582885",1617.9275,NA,NA,975,NA,NA,"Kenya","Provider 17","Mtangata::2011::9085",28.0121974945068,0.449077606201172,NA,88.2035097779978,9.1488584663374,15.7653388809174,9.20294806412966,9.20294806412966,40.4149538225081,88.2035097779978,NA
"Mtsangani::2011","Mtsangani::9086","9086","S","Mtsangani",2011,-12.22838333,44.2737,"Comoro Islands","I","Fished",24.735,NA,NA,0,"Crest",2,NA,"Standard belt transect",500,5.225,0.158333333333333,0,0,0,"Comoros Isl.","status",NA,"0-4m","-12.22838333_44.2737",294.813916666667,NA,NA,645.5,NA,NA,"Comoro Islands","Provider 17","Mtsangani::2011::9086",28.1977957089742,0.572158495585124,NA,103.750444089303,103.750444089303,220.702948738671,0,0,91.9326841750393,103.750444089303,NA
"Mtwapa::2012","Mtwapa::9087","9087","S","Mtwapa",2012,-3.94719,39.77583,"Kenya","I","Fished",2.630851776,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,0.441666666666667,0.0416666666666667,0,0,0,"Kenya","status",NA,"0-4m","-3.94719_39.77583",543.33525,NA,NA,5153.5,NA,NA,"Kenya","Provider 17","Mtwapa::2012::9087",28.0121974945068,0.449077606201172,NA,5.0544780141994,17.4206321400548,8.71739860515158,9.20294806412966,9.20294806412966,1.8872722181023,5.0544780141994,NA
"MulukFished1::2012","MulukFished1::675","675","S","MulukFished1",2012,-4.6441,146.0701,"Papua New Guinea","P","Fished",4.52208950675,NA,NA,0,"Slope",3,NA,"Standard belt transect",900,2.6375,0.270833333333333,0,0,0,"Papua New Guinea","status",0,"0-4m","-4.6441_146.0701",322.310916666667,11.6842105263158,40.4059323476983,26,NA,48.8876771,"Papua New Guinea","Provider 12","MulukFished1::2012::675",29.5605697631836,0.707126140594482,NA,101.845367201727,101.845367201727,101.845367201727,0.900502693945901,0.900502693945901,101.813806602142,101.845367201727,NA
"MulukFished2::2009","MulukFished2::677","677","S","MulukFished2",2009,-4.64135,146.0672,"Papua New Guinea","P","Fished",18.51409606002,NA,NA,0,"Slope",3,NA,"Standard belt transect",1250,2.6375,0.270833333333333,0,0,0,"Papua New Guinea","status",0,"0-4m","-4.64135_146.0672",322.310916666667,15.3557046979866,102.974762741266,26,NA,110.7228092,"Papua New Guinea","Provider 12","MulukFished2::2009::677",29.5605697631836,0.707126140594482,NA,101.845367201727,101.845367201727,101.845367201727,0.900502693945901,0.900502693945901,101.813806602142,101.845367201727,NA
"Mururoa Mururoa 3713::2006","Mururoa Mururoa 3713::4706","4706","S","Mururoa Mururoa 3713",2006,-21.83651333,-138.7905733,"French Polynesia","P","Fished",72.6226355873,NA,NA,1,"Slope",5.3,NA,"Distance sampling",500,46.0166666666667,0.0666666666666667,0,0,0,"French Polynesia","status",0,"4-10m","-21.83651333_-138.7905733",121.681925,18.9558823529412,42.7252650137267,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3713::2006::4706",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3714::2006","Mururoa Mururoa 3714::4713","4713","S","Mururoa Mururoa 3714",2006,-21.82143667,-138.7867733,"French Polynesia","P","Fished",60.1581161042,NA,NA,1,"Slope",5.6,NA,"Distance sampling",250,46.0166666666667,0.0666666666666667,0,0,0,"French Polynesia","status",0,"4-10m","-21.82143667_-138.7867733",120.637766666667,20.7307692307692,37.8660273782654,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3714::2006::4713",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3715::2006","Mururoa Mururoa 3715::4715","4715","S","Mururoa Mururoa 3715",2006,-21.77635667,-138.8760367,"French Polynesia","P","Fished",107.9169561088,NA,NA,1,"Slope",3.8,NA,"Distance sampling",250,46.525,0.425,0,0,0,"French Polynesia","status",0.182788166432692,"0-4m","-21.77635667_-138.8760367",122.30895,20.4903846153846,47.3630246402174,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3715::2006::4715",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3716::2006","Mururoa Mururoa 3716::4717","4717","S","Mururoa Mururoa 3716",2006,-21.77582667,-138.8847933,"French Polynesia","P","Fished",102.5996947431,NA,NA,1,"Slope",4.3,NA,"Distance sampling",500,46.525,0.425,0,0,0,"French Polynesia","status",0,"4-10m","-21.77582667_-138.8847933",122.30895,18.0526315789474,85.2664534083954,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3716::2006::4717",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3717::2006","Mururoa Mururoa 3717::4718","4718","S","Mururoa Mururoa 3717",2006,-21.79109333,-138.8837033,"French Polynesia","P","Fished",805.8799353589,NA,NA,1,"Slope",4.9,NA,"Distance sampling",500,46.525,0.425,0,0,0,"French Polynesia","status",0.0886207867867868,"4-10m","-21.79109333_-138.8837033",122.8566,19.3333333333333,100.783862332649,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3717::2006::4718",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3718::2006","Mururoa Mururoa 3718::4721","4721","S","Mururoa Mururoa 3718",2006,-21.80697441,-138.8232565,"French Polynesia","P","Fished",75.9066749889,NA,NA,1,"Slope",4.4,NA,"Distance sampling",250,46.3555555555555,0.305555555555555,0,0,0,"French Polynesia","status",0.585534060625,"4-10m","-21.80697441_-138.8232565",121.516783333333,20.9787234042553,33.914560408019,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3718::2006::4721",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3719::2006","Mururoa Mururoa 3719::4719","4719","S","Mururoa Mururoa 3719",2006,-21.80697441,-138.8232565,"French Polynesia","P","Fished",178.842767691,NA,NA,1,"Flat",1,NA,"Distance sampling",250,46.3555555555555,0.305555555555555,0,0,0,"French Polynesia","status",0,"0-4m","-21.80697441_-138.8232565",121.516783333333,21,57.278344944425,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3719::2006::4719",24.9517609278361,0.297538598378499,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3720::2006","Mururoa Mururoa 3720::4723","4723","S","Mururoa Mururoa 3720",2006,-21.84218333,-138.80571,"French Polynesia","P","Fished",188.66502227485,NA,NA,1,"Slope",2.2,NA,"Distance sampling",500,46.0166666666667,0.0666666666666667,0,0,0,"French Polynesia","status",0.65099246372549,"0-4m","-21.84218333_-138.80571",121.681925,23.05,36.4527127303643,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3720::2006::4723",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3721::2006","Mururoa Mururoa 3721::4724","4724","S","Mururoa Mururoa 3721",2006,-21.78895333,-138.9181567,"French Polynesia","P","Fished",94.4224290956,NA,NA,1,"Slope",6.2,NA,"Distance sampling",250,46.6222222222222,0.35,0,0,0,"French Polynesia","status",2.01397445759494,"4-10m","-21.78895333_-138.9181567",123.430008333333,20.5333333333333,84.8419401303719,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3721::2006::4724",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3722::2006","Mururoa Mururoa 3722::4707","4707","S","Mururoa Mururoa 3722",2006,-21.87013667,-138.9335733,"French Polynesia","P","Fished",231.41604072265,NA,NA,1,"Slope",4.1,NA,"Distance sampling",500,46.5083333333333,0.233333333333333,0,0,0,"French Polynesia","status",0.0140801817527174,"4-10m","-21.87013667_-138.9335733",121.681925,20.9602272727273,67.0368073801753,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3722::2006::4707",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3723::2006","Mururoa Mururoa 3723::4708","4708","S","Mururoa Mururoa 3723",2006,-21.86675667,-138.9193367,"French Polynesia","P","Fished",293.7709562797,NA,NA,1,"Flat",2.1,NA,"Distance sampling",250,46.5083333333333,0.233333333333333,0,0,0,"French Polynesia","status",0,"0-4m","-21.86675667_-138.9193367",121.681925,21.7847222222222,83.104727813481,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3723::2006::4708",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3724::2006","Mururoa Mururoa 3724::4710","4710","S","Mururoa Mururoa 3724",2006,-21.88431333,-139.00933,"French Polynesia","P","Fished",90.73431057835,NA,NA,1,"Slope",2.7,NA,"Distance sampling",500,46.9041666666667,0.266666666666667,0,0,0,"French Polynesia","status",0,"0-4m","-21.88431333_-139.00933",123.431425,17.4232804232804,57.089861667142,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3724::2006::4710",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3725::2006","Mururoa Mururoa 3725::4711","4711","S","Mururoa Mururoa 3725",2006,-21.85687,-138.9903333,"French Polynesia","P","Fished",33.4501076763,NA,NA,1,"Slope",3,NA,"Distance sampling",500,46.8722222222222,0.261111111111112,0,0,0,"French Polynesia","status",0,"0-4m","-21.85687_-138.9903333",120.637766666667,19.3454545454545,66.596939445347,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3725::2006::4711",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mururoa Mururoa 3726::2006","Mururoa Mururoa 3726::4712","4712","S","Mururoa Mururoa 3726",2006,-21.8535,-138.9237867,"French Polynesia","P","Fished",129.005536861,NA,NA,1,"Slope",6,NA,"Distance sampling",500,46.5083333333333,0.233333333333333,0,0,0,"French Polynesia","status",0.0273454931555944,"4-10m","-21.8535_-138.9237867",120.637766666667,17.4,83.5674520025708,0,0,0,"French Polynesia","Provider 7","Mururoa Mururoa 3726::2006::4712",25.009298324585,0.38912296295166,NA,NA,NA,NA,NA,185.225636608306,33.3442001095891,185.225636608306,NA
"Mwaembe::2013","Mwaembe::9091","9091","S","Mwaembe",2013,-4.4925,39.48694,"Kenya","I","Fished",5.4357503068,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,1.2,0.183333333333333,0,0,0,"Kenya","status",NA,"0-4m","-4.4925_39.48694",1273.40716666667,NA,NA,629,NA,NA,"Kenya","Provider 17","Mwaembe::2013::9091",28.0121974945068,0.449077606201172,88.2035097779978,88.2035097779978,8.71739860515158,15.7653388809174,9.20294806412966,9.20294806412966,40.4149538225081,88.2035097779978,NA
"Mwaepe::2010","Mwaepe::9092","9092","S","Mwaepe",2010,-4.34974,39.57237,"Kenya","I","Fished",0.8378125,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,0.941666666666667,0.208333333333333,0,0,0,"Kenya","status",NA,"0-4m","-4.34974_39.57237",1598.5025,NA,NA,739,NA,NA,"Kenya","Provider 17","Mwaepe::2010::9092",28.0121974945068,0.449077606201172,NA,88.2035097779978,9.1488584663374,15.7653388809174,9.20294806412966,9.20294806412966,40.4149538225081,88.2035097779978,NA
"Mwamba wa kati::2011","Mwamba wa kati::9093","9093","S","Mwamba wa kati",2011,-8.634466667,39.51503333,"Tanzania","I","Fished",38.642,NA,NA,0,"Slope",2,NA,"Standard belt transect",500,6.05,0.591666666666667,0,0,0,"Tanzania","status",NA,"0-4m","-8.634466667_39.51503333",665.831583333333,NA,NA,50,NA,NA,"Tanzania","Provider 17","Mwamba wa kati::2011::9093",28.0632195472717,0.502317905426025,NA,15.8398344047997,15.8398344047997,0.441620154559658,10.0754936081667,10.0754936081667,15.4804774936053,15.8398344047997,NA
"MXAXCB01 460::2004","MXAXCB01 460::1965","1965","S","MXAXCB01 460",2004,18.32648,-87.815,"Mexico","C","Restricted",115.461168201437,NA,NA,0,"Lagoon_Back reef",10,NA,"Standard belt transect",480,3.53333333333333,0.25,0,0,0,"Mexico","status",0.0186800912620192,">10m","18.32648_-87.815",278.802583333333,19.7211538461538,31.3998750426208,28,NA,NA,"Mexico","Provider 19","MXAXCB01 460::2004::1965",27.9097301165263,0.0380056699117025,NA,2.57533138254221,2.57533138254221,46.1388798381318,17.2461138515124,17.2461138515124,0.804665607356599,2.57533138254221,NA
"MXAXCD01 461::2004","MXAXCD01 461::1966","1966","S","MXAXCD01 461",2004,18.22173,-87.82657,"Mexico","C","Restricted",32.312672925,NA,NA,0,"Slope",9,NA,"Standard belt transect",480,2.94166666666667,0.3,0,0,0,"Mexico","status",0,"4-10m","18.22173_-87.82657",309.717166666667,20.5,98.9509425925151,35,NA,NA,"Mexico","Provider 19","MXAXCD01 461::2004::1966",27.9097301165263,0.0380056699117025,NA,2.57533138254221,2.57533138254221,46.1388798381318,17.2461138515124,17.2461138515124,0.804665607356599,2.57533138254221,NA
"MXAXCD02 462::2004","MXAXCD02 462::1967","1967","S","MXAXCD02 462",2004,18.28805,-87.81737,"Mexico","C","Restricted",110.936691766875,NA,NA,0,"Slope",9,NA,"Standard belt transect",480,3.01666666666667,0.133333333333333,0,0,0,"Mexico","status",0,"4-10m","18.28805_-87.81737",309.717166666667,19.2362637362637,40.1968013437007,35,NA,NA,"Mexico","Provider 19","MXAXCD02 462::2004::1967",27.9097301165263,0.0380056699117025,NA,2.57533138254221,2.57533138254221,46.1388798381318,17.2461138515124,17.2461138515124,0.804665607356599,2.57533138254221,NA
"MXAXCF01 463::2004","MXAXCF01 463::1968","1968","S","MXAXCF01 463",2004,18.33553,-87.80417,"Mexico","C","Restricted",54.298624543375,NA,NA,0,"Slope",5,NA,"Standard belt transect",480,3.53333333333333,0.25,0,0,0,"Mexico","status",0,"4-10m","18.33553_-87.80417",278.802583333333,20.2826086956522,19.4621826367724,28,NA,NA,"Mexico","Provider 19","MXAXCF01 463::2004::1968",27.9097301165263,0.0380056699117025,NA,2.57533138254221,2.57533138254221,46.1388798381318,17.2461138515124,17.2461138515124,0.804665607356599,2.57533138254221,NA
"MXAXCF03 465::2004","MXAXCF03 465::1970","1970","S","MXAXCF03 465",2004,18.2906,-87.81832,"Mexico","C","Restricted",69.843905098,NA,NA,0,"Slope",5,NA,"Standard belt transect",480,3.01666666666667,0.133333333333333,0,0,0,"Mexico","status",0,"4-10m","18.2906_-87.81832",309.717166666667,18.2631578947368,36.4695283779494,35,NA,NA,"Mexico","Provider 19","MXAXCF03 465::2004::1970",27.9097301165263,0.0380056699117025,NA,2.57533138254221,2.57533138254221,46.1388798381318,17.2461138515124,17.2461138515124,0.804665607356599,2.57533138254221,NA
"MXBCCB01 466::2004","MXBCCB01 466::1971","1971","S","MXBCCB01 466",2004,18.74556,-87.34679,"Mexico","C","Restricted",42.3599330728,NA,NA,1,"Slope",10,NA,"Standard belt transect",300,6.225,1.875,0,0,0,"Mexico","status",0,">10m","18.74556_-87.34679",293.198166666667,18.1315789473684,16.3790449612431,15,NA,NA,"Mexico","Provider 19","MXBCCB01 466::2004::1971",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"MXBCCD01 467::2004","MXBCCD01 467::1972","1972","S","MXBCCD01 467",2004,18.74575,-87.34628,"Mexico","C","Restricted",59.922521015875,NA,NA,1,"Slope",9,NA,"Standard belt transect",480,6.225,1.875,0,0,0,"Mexico","status",0,"4-10m","18.74575_-87.34628",293.198166666667,20.6851851851852,24.8210993633193,15,NA,NA,"Mexico","Provider 19","MXBCCD01 467::2004::1972",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"MXBCCF01 468::2004","MXBCCF01 468::1973","1973","S","MXBCCF01 468",2004,18.74619,-87.34666,"Mexico","C","Restricted",27.9565840836,NA,NA,1,"Slope",5,NA,"Standard belt transect",300,6.225,1.875,0,0,0,"Mexico","status",0,"4-10m","18.74619_-87.34666",293.198166666667,17.7727272727273,14.5179247517443,15,NA,NA,"Mexico","Provider 19","MXBCCF01 468::2004::1973",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"MXBCCF02 469::2004","MXBCCF02 469::1974","1974","S","MXBCCF02 469",2004,18.75265,-87.33344,"Mexico","C","Restricted",55.925690096,NA,NA,1,"Lagoon_Back reef",5,NA,"Standard belt transect",420,6.38333333333333,2.1,0,0,0,"Mexico","status",0,"4-10m","18.75265_-87.33344",293.198166666667,18.4166666666667,19.0610082273471,14.5,NA,NA,"Mexico","Provider 19","MXBCCF02 469::2004::1974",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"MXBCCF03 470::2004","MXBCCF03 470::1975","1975","S","MXBCCF03 470",2004,18.58077,-87.41773,"Mexico","C","Restricted",89.19431505725,NA,NA,1,"Slope",5,NA,"Standard belt transect",240,5.76666666666667,1.98333333333333,0,0,0,"Mexico","status",0,"4-10m","18.58077_-87.41773",272.795083333333,21.4423076923077,28.3840775522919,16.25,NA,NA,"Mexico","Provider 19","MXBCCF03 470::2004::1975",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,28.5526172071325,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"MXBCCF04 471::2004","MXBCCF04 471::1976","1976","S","MXBCCF04 471",2004,18.55949,-87.42144,"Mexico","C","Restricted",33.72834894,NA,NA,1,"Slope",5,NA,"Standard belt transect",240,5.65555555555555,1.92222222222222,0,0,0,"Mexico","status",0,"4-10m","18.55949_-87.42144",272.795083333333,19.6666666666667,341.941363071671,16.6666666666667,NA,NA,"Mexico","Provider 19","MXBCCF04 471::2004::1976",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,28.5526172071325,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"N'gouja ZoneC::2009","N'gouja ZoneC::MG_22086","MG_22086","MG","N'gouja ZoneC",2009,-12.97,45.08,"Mayotte","I","UnfishedHigh",60.158,8,2,0,"Lagoon_Back reef",3,35,"Standard belt transect",500,1.45,0.111111111111111,1,0,0,"Mayotte (France)","benchmark",NA,"0-4m","-12.97_45.08",288.312416666667,NA,NA,406.333333333333,NA,NA,"Mayotte","Provider 16","N'gouja ZoneC::2009::MG_22086",28.1977957089742,0.572158495585124,NA,7910.8983231704,220.702948738671,220.702948738671,0,0,4812.91390195126,7910.8983231704,NA
"N'gouja::2009","N'gouja::MG_22057","MG_22057","MG","N'gouja",2009,-12.88,44.95,"Mayotte","I","UnfishedHigh",40.9175,8,2,0,"Slope",5,43.3,"Standard belt transect",500,1.64166666666667,0.533333333333333,1,0,0,"Mayotte (France)","benchmark",NA,"4-10m","-12.88_44.95",287.692166666667,NA,NA,48.5,NA,NA,"Mayotte","Provider 16","N'gouja::2009::MG_22057",28.1977957089742,0.572158495585124,NA,2061.72477884303,220.702948738671,220.702948738671,0,0,1267.51262797292,2061.72477884303,NA
"N. Cayo de Dios (profundo) 472::2001","N. Cayo de Dios (profundo) 472::1977","1977","S","N. Cayo de Dios (profundo) 472",2001,21.73835,-81.0962167,"Cuba","C","Fished",80.5688660966363,NA,NA,0,"Slope",9,NA,"Standard belt transect",660,3.81666666666667,1.96666666666667,0,0,0,"Cuba","status",0,"4-10m","21.73835_-81.0962167",277.405916666667,19.1927083333333,35.7682594215248,57,NA,NA,"Cuba","Provider 19","N. Cayo de Dios (profundo) 472::2001::1977",28.0622224807739,0.0818471908569336,NA,NA,160.12628279751,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"N. Cayo Pinos 1 473::2001","N. Cayo Pinos 1 473::1978","1978","S","N. Cayo Pinos 1 473",2001,22.1089833,-81.4836,"Cuba","C","Restricted",57.97037151987,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,3.7,0.9,0,0,0,"Cuba","status",0.282661307926829,"4-10m","22.1089833_-81.4836",318.913333333333,18.1158536585366,24.9741869506025,73,NA,NA,"Cuba","Provider 19","N. Cayo Pinos 1 473::2001::1978",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"N. Cayo Pinos 2 474::2001","N. Cayo Pinos 2 474::1979","1979","S","N. Cayo Pinos 2 474",2001,22.1014666,-81.5466833,"Cuba","C","Restricted",28.3644423421,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,4.15,1.21666666666667,0,0,0,"Cuba","status",0,"4-10m","22.1014666_-81.5466833",318.913333333333,16.7676056338028,27.731204254261,60,NA,NA,"Cuba","Provider 19","N. Cayo Pinos 2 474::2001::1979",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"N.E. Ensenada de Cazones 475::2001","N.E. Ensenada de Cazones 475::1982","1982","S","N.E. Ensenada de Cazones 475",2001,22.1587667,-81.5131667,"Cuba","C","Restricted",27.27889389042,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,4.55,1.225,0,0,0,"Cuba","status",0,"4-10m","22.1587667_-81.5131667",320.784,17.375,17.1010288218349,52.5,NA,NA,"Cuba","Provider 19","N.E. Ensenada de Cazones 475::2001::1982",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"N.E. Glovers Deep (WP17) 476::2000","N.E. Glovers Deep (WP17) 476::1983","1983","S","N.E. Glovers Deep (WP17) 476",2000,16.9156667,-87.6968333,"Belize","C","Restricted",50.5222757153,NA,NA,1,"Slope",9,NA,"Standard belt transect",600,2.68333333333333,1.7,0,0,0,"Belize","status",0,"4-10m","16.9156667_-87.6968333",266.11575,17.8913043478261,22.1562848441996,68,NA,NA,"Belize","Provider 19","N.E. Glovers Deep (WP17) 476::2000::1983",27.9097301165263,0.0380056699117025,NA,NA,46.1388798381318,46.1388798381318,17.2461138515124,17.2461138515124,12.9251473468966,46.1388798381318,NA
"N.E. Glovers Shallow (WP17) 477::2000","N.E. Glovers Shallow (WP17) 477::1984","1984","S","N.E. Glovers Shallow (WP17) 477",2000,16.91435,-87.6998667,"Belize","C","Restricted",54.9033064336,NA,NA,1,"Crest",2.5,NA,"Standard belt transect",600,2.68333333333333,1.7,0,0,0,"Belize","status",0,"0-4m","16.91435_-87.6998667",266.11575,19.3983050847458,27.9723171604975,68,NA,NA,"Belize","Provider 19","N.E. Glovers Shallow (WP17) 477::2000::1984",27.9097301165263,0.0380056699117025,NA,NA,46.1388798381318,46.1388798381318,17.2461138515124,17.2461138515124,12.9251473468966,46.1388798381318,NA
"N.W. Glovers Deep (WP18) 478::2000","N.W. Glovers Deep (WP18) 478::1985","1985","S","N.W. Glovers Deep (WP18) 478",2000,16.9100833,-87.8018833,"Belize","C","Restricted",62.6272339096,NA,NA,1,"Slope",9,NA,"Standard belt transect",600,2.23333333333333,1.25,0,0,0,"Belize","status",0,"4-10m","16.9100833_-87.8018833",267.732166666667,19.4655172413793,37.5845202833766,74,NA,NA,"Belize","Provider 19","N.W. Glovers Deep (WP18) 478::2000::1985",27.9097301165263,0.0380056699117025,NA,46.1388798381318,46.1388798381318,46.1388798381318,17.2461138515124,17.2461138515124,12.9251473468966,46.1388798381318,NA
